100 100 100 10 100 100 100 100 11 100 100 9 11 100 100 11 100 11 11 11 10 11 10 11 11 400 
100 11 10 11 8 11 10 100 100 8 100 11 100 11 100 100 8 9 10 9 100 100 10 100 11 800 
11 10 9 11 9 10 8 100 100 9 100 11 100 10 100 11 7 10 9 8 100 100 10 100 10 320 
11 10 7 100 8 10 8 100 100 9 100 100 100 10 100 100 9 11 10 10 100 100 11 100 11 400 
10 10 100 100 100 10 100 8 11 100 9 100 11 11 11 10 100 100 100 100 100 11 100 11 11 1600 
11 10 9 11 9 10 8 100 100 9 100 11 100 11 100 11 7 9 8 7 100 100 9 11 10 320 
10 10 100 11 100 10 100 7 11 100 8 100 10 11 10 9 100 100 100 100 11 11 100 11 11 400 
7 9 11 11 100 8 10 10 100 100 10 100 11 9 100 10 11 100 11 11 100 100 100 11 10 800 
100 11 100 10 100 100 100 10 8 100 10 100 8 100 8 9 100 100 100 100 9 8 100 9 10 1600 
10 7 11 10 11 9 9 10 11 11 10 11 10 10 100 10 10 11 9 9 11 11 10 10 8 800 
10 9 100 9 100 10 11 10 10 100 9 11 9 11 11 8 11 11 10 10 10 10 10 9 7 800 
100 11 100 10 11 100 11 100 11 11 100 8 11 100 100 11 10 8 9 10 11 11 7 11 10 400 
100 11 100 8 100 100 100 11 8 100 11 10 9 100 11 10 100 11 11 11 7 8 11 8 9 320 
10 9 8 11 10 9 7 100 100 10 100 100 100 9 100 11 8 11 9 9 100 100 10 100 11 320 
8 10 11 100 100 9 11 11 100 100 11 100 100 9 100 11 100 100 100 100 100 100 100 100 11 800 
100 11 11 11 10 100 11 100 100 10 100 10 100 100 100 100 9 8 9 10 100 100 9 100 11 320 
9 10 100 11 100 9 11 9 11 100 9 100 11 10 11 10 100 100 11 11 100 11 100 11 11 800 
9 8 9 11 10 8 7 11 100 10 11 100 100 8 100 11 9 11 10 9 100 100 11 11 10 400 
100 100 100 11 100 100 100 10 9 100 10 100 9 100 7 10 100 100 100 100 10 9 100 10 11 400 
100 11 11 11 10 11 10 100 100 10 100 10 100 100 100 100 9 7 9 9 100 100 8 11 11 1600 
10 10 8 100 10 9 8 100 100 10 100 100 100 8 100 100 10 11 11 10 100 100 11 100 11 400 
8 10 11 100 100 9 11 10 100 100 11 100 100 9 100 11 100 100 100 11 100 100 100 100 11 800 
11 9 100 8 100 10 11 10 10 100 10 11 9 11 11 8 11 11 9 10 10 10 10 8 7 1600 
10 10 8 100 10 10 8 100 100 10 100 100 100 8 100 100 10 100 11 10 100 100 11 100 11 800 
100 11 100 8 100 100 100 11 8 100 11 10 9 100 11 10 100 11 11 11 7 8 11 8 10 400 
100 100 100 11 100 100 100 10 9 100 9 100 9 100 7 10 100 100 100 100 10 9 100 10 11 1600 
11 11 100 10 100 11 100 9 8 100 9 100 7 100 9 8 100 100 11 100 9 8 100 8 10 800 
100 11 10 11 9 11 10 100 100 9 100 11 100 11 100 100 8 9 9 9 100 100 9 100 11 400 
