MOGA2,instancia10_5.dat,E,5,31,0.00502513
MOGA2WS,instancia10_5.dat,E,3,10,0.00125039
MOGA2,instancia10_5.dat,UF,5,40,0.00250627
MOGA2WS,instancia10_5.dat,UF,5,12,0.000625391
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2,instancia10_5.dat,GW,2,116,0.020202
MOGA2WS,instancia10_5.dat,GW,3,10,0.00125039
MOGA2,instancia10_5.dat,E,5,37,0.00250627
MOGA2WS,instancia10_5.dat,E,3,10,0.00156299
MOGA2,instancia10_5.dat,UF,5,42,0.00250627
MOGA2WS,instancia10_5.dat,UF,5,12,0.000625391
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2,instancia10_5.dat,GW,2,164,0.020202
MOGA2WS,instancia10_5.dat,GW,3,17,0.00312695
MOGA2,instancia10_5.dat,E,4,33,0.00250627
MOGA2WS,instancia10_5.dat,E,4,10,0.00125039
MOGA2,instancia10_5.dat,UF,5,51,0.00250627
MOGA2WS,instancia10_5.dat,UF,4,10,0.000937793
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2,instancia10_5.dat,GW,2,155,0.030303
MOGA2WS,instancia10_5.dat,GW,2,24,0.00312695
MOGA2,instancia10_5.dat,E,5,50,0.00502513
MOGA2WS,instancia10_5.dat,E,3,10,0.00156299
MOGA2,instancia10_5.dat,UF,5,36,0.00250627
MOGA2WS,instancia10_5.dat,UF,5,12,0.000625391
MOGA2WS,instancia10_5.dat,GW,3,10,0.00156299
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2,instancia10_5.dat,GW,3,106,0.010101
MOGA2,instancia10_5.dat,E,5,24,0.00250313
MOGA2WS,instancia10_5.dat,E,4,10,0.00125039
MOGA2,instancia10_5.dat,UF,5,48,0.00250627
MOGA2WS,instancia10_5.dat,UF,4,10,0.000937793
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2,instancia10_5.dat,GW,3,116,0.0150754
MOGA2WS,instancia10_5.dat,GW,3,10,0.00125039
MOGA2,instancia10_5.dat,E,5,28,0.00250313
MOGA2WS,instancia10_5.dat,E,4,10,0.00125039
MOGA2,instancia10_5.dat,UF,5,69,0.00502513
MOGA2WS,instancia10_5.dat,UF,5,12,0.000625391
MOGA2,instancia10_5.dat,E,5,35,0.00250627
MOGA2,instancia10_5.dat,GW,2,161,0.030303
MOGA2WS,instancia10_5.dat,GW,2,89,0.010101
GreedyMO,instancia10_5.dat,-,3,10,0.00125039
MOGA2WS,instancia10_5.dat,E,3,10,0.00125039
MOGA2,instancia10_5.dat,UF,5,59,0.00502513
MOGA2WS,instancia10_5.dat,UF,4,10,0.000937793
